"Line","Chapter","Subsection","Problem","Start"
"4861","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","39","If you know all 16 cofactors of a 4 by 4 invertible matrix $A$, how would you find $A$?"
"4863","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","40","Suppose $A$ is a 5 by 5 matrix. Its entries in row 1 multiply determinants (cofactors) in rows 2--5 to give the determinant. Can you guess a ``Jacobi formula'' for $\det A$ using 2..."
"4865","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","41","The 2 by 2 matrix $AB = (\text{2 by 3})(\text{3 by 2})$ has a ``Cauchy-Binet formula'' for $\det AB$:"
"4874","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","42","The big formula has $n!$ terms. But if an entry of $A$ is zero, $(n - 1)!$ terms disappear. If $A$ has only \textit{three diagonals}, how many terms are left?"
"4884","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","1","The example at the start of the chapter has powers of this matrix $A$:"
"4896","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","2","Find the eigenvalues and the eigenvectors of these two matrices:"
"4903","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","3","Compute the eigenvalues and eigenvectors of $A$ and $A^{-1}$. Check the trace !"
"4910","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","4","Compute the eigenvalues and eigenvectors of $A$ and $A^2$:"
"4916","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","5","Find the eigenvalues of $A$ and $B$ (easy for triangular matrices) and $A + B$:"
"4922","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","6","Find the eigenvalues of $A$ and $B$ and $AB$ and $BA$:"
"4931","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","7","Elimination produces $A = LU$. The eigenvalues of $U$ are on its diagonal; they are the \underline{\hspace{1cm}} . The eigenvalues of $L$ are on its diagonal; they are all \underli..."
"4933","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","8",""
"4939","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","9","What do you do to the equation $Ax = \lambda x$, in order to prove (a), (b), and (c)?"
"4946","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","10","Find the eigenvalues and eigenvectors for both of these Markov matrices $A$ and $A^{\infty}$. Explain from those answers why $A^{100}$ is close to $A^{\infty}$:"
"4951","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","11","Here is a strange fact about 2 by 2 matrices with eigenvalues $\lambda_1 \neq \lambda_2$: The columns of $A - \lambda_1 I$ are multiples of the eigenvector $x_2$. Any idea why this..."
"4953","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","12","Find three eigenvectors for this matrix $P$ (projection matrices have $\lambda = 1$ and $0$):"
"4959","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","13","From the unit vector ${u} = \left(\frac{1}{6}, \frac{1}{6}, \frac{3}{6}, \frac{5}{6}\right)$ construct the rank one projection matrix $P = {u}{u}^{\mathrm{T}}$. This matrix has $P^..."
"4966","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","14","Solve $\det(Q - \lambda I) = 0$ by the quadratic formula to reach $\lambda = \cos \theta \pm i \sin \theta$:"
"4972","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","15","Every permutation matrix leaves ${x} = (1, 1, \dots, 1)$ unchanged. Then $\lambda = 1$. Find two more $\lambda$'s (possibly complex) for these permutations, from $\det(P - \lambda ..."
"4977","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","16","\textbf{The determinant of $A$ equals the product} $\lambda_1 \lambda_2 \cdots \lambda_n$. Start with the polynomial $\det(A - \lambda I)$ separated into its $n$ factors (always po..."
"4983","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","17","The sum of the diagonal entries (the \textit{trace}) equals the sum of the eigenvalues:"
"4989","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","18","If $A$ has $\lambda_1 = 4$ and $\lambda_2 = 5$ then $\det(A - \lambda I) = (\lambda - 4)(\lambda - 5) = \lambda^2 - 9\lambda + 20$. Find three matrices that have trace $a + d = 9$ ..."
"4991","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","19","A 3 by 3 matrix $B$ is known to have eigenvalues $0, 1, 2$. This information is enough to find three of these (give the answers where possible):"
"4999","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","20","Choose the last rows of $A$ and $C$ to give eigenvalues $4, 7$ and $1, 2, 3$:"
"5004","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","21","The eigenvalues of $A$ equal the eigenvalues of $A^{\mathrm{T}}$. This is because $\det(A - \lambda I)$ equals $\det(A^{\mathrm{T}} - \lambda I)$. That is true because \underline{\..."
"5006","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","22","Construct any 3 by 3 Markov matrix $M$: positive entries down each column add to $1$. Show that $M^{\mathrm{T}}(1, 1, 1) = (1, 1, 1)$. By Problem 21, $\lambda = 1$ is also an eigen..."
"5008","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","23","Find three 2 by 2 matrices that have $\lambda_1 = \lambda_2 = 0$. The trace is zero and the determinant is zero. $A$ might not be the zero matrix but check that $A^2 = 0$."
"5010","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","24","This matrix is singular with rank one. Find three $\lambda$'s and three eigenvectors:"
"5015","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","25","Suppose $A$ and $B$ have the same eigenvalues $\lambda_1, \dots, \lambda_n$ with the same independent eigenvectors $x_1, \dots, x_n$. Then $A = B$. Reason: Any vector $x$ is a comb..."
"5017","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","26","The block $B$ has eigenvalues $1, 2$ and $C$ has eigenvalues $3, 4$ and $D$ has eigenvalues $5, 7$. Find the eigenvalues of the 4 by 4 matrix $A$:"
"5022","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","27","Find the rank and the four eigenvalues of $A$ and $C$:"
"5029","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","28","Subtract $I$ from the previous $A$. Find the $\lambda$'s and then the determinants of"
"5034","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","29","(Review) Find the eigenvalues of $A, B$, and $C$:"
"5039","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","30","When $a + b = c + d$ show that $(1, 1)$ is an eigenvector and find both eigenvalues:"
"5044","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","31","If we exchange rows 1 and 2 \textit{and} columns 1 and 2, the eigenvalues don't change. Find eigenvectors of $A$ and $B$ for $\lambda = 11$. \textit{Rank one gives} $\lambda_2 = \l..."
"5049","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","32","Suppose $A$ has eigenvalues $0, 3, 5$ with independent eigenvectors $u, v, w$."
"5059","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","33","Show that $u$ is an eigenvector of the rank one $2 \times 2$ matrix $A = uv^{\mathrm{T}}$. Find both eigenvalues of $A$. Check that $\lambda_1 + \lambda_2$ agrees with the trace $u..."
"5061","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","34","Find the eigenvalues of this permutation matrix $P$ from $\det(P - \lambda I) = 0$. Which vectors are not changed by the permutation? They are eigenvectors for $\lambda = 1$. Can y..."
"5066","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","35","There are six 3 by 3 permutation matrices $P$. What numbers can be the \textit{determinants} of $P$? What numbers can be \textit{pivots}? What numbers can be the \textit{trace} of ..."
"5068","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","36","(Heisenberg's Uncertainty Principle) $AB - BA = I$ can happen for infinite matrices with $A = A^{\mathrm{T}}$ and $B = -B^{\mathrm{T}}$. Then"
"5074","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","37","\textit{Find a 2 by 2 rotation matrix} (other than $I$) with $A^3 = I$. Its eigenvalues must satisfy $\lambda^3 = 1$. They can be $e^{2\pi i/3}$ and $e^{-2\pi i/3}$. What are the t..."
"5076","Chapter 6: Eigenvalues and Eigenvectors","Introduction to Eigenvalues","38",""
"5091","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","1",""
"5100","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","2","If $A$ has $\lambda_1 = 2$ with eigenvector $x_1 = \begin{bmatrix} 1 \\ 0 \end{bmatrix}$ and $\lambda_2 = 5$ with $x_2 = \begin{bmatrix} 1 \\ 1 \end{bmatrix}$, use $X\Lambda X^{-1}..."
"5102","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","3","Suppose $A = X\Lambda X^{-1}$. What is the eigenvalue matrix for $A + 2I$? What is the eigenvector matrix? Check that $A + 2I = ( \quad )( \quad )( \quad )^{-1}$."
"5104","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","4","True or false: If the columns of $X$ (eigenvectors of $A$) are linearly independent, then"
"5112","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","5","If the eigenvectors of $A$ are the columns of $I$, then $A$ is a \underline{\hspace{1cm}} matrix. If the eigenvector matrix $X$ is triangular, then $X^{-1}$ is triangular. Prove th..."
"5114","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","6","Describe all matrices $X$ that diagonalize this matrix $A$ (find all eigenvectors):"
"5120","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","7","Write down the most general matrix that has eigenvectors $\begin{bmatrix} 1 \\ 1 \end{bmatrix}$ and $\begin{bmatrix} 1 \\ -1 \end{bmatrix}$."
"5126","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","8","Diagonalize the Fibonacci matrix by completing $X^{-1}$:"
"5132","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","9","Suppose $G_{k+2}$ is the \textit{average} of the two previous numbers $G_{k+1}$ and $G_k$:"
"5142","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","10","Prove that every third Fibonacci number in $0, 1, 1, 2, 3, \dots$ is even."
"5148","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","11","True or false: If the eigenvalues of $A$ are $2, 2, 5$ then the matrix is certainly"
"5153","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","12","True or false: If the only eigenvectors of $A$ are multiples of $(1, 4)$ then $A$ has"
"5158","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","13","Complete these matrices so that $\det A = 25$. Then check that $\lambda = 5$ is repeated---the trace is $10$ so the determinant of $A - \lambda I$ is $(\lambda - 5)^2$. Find an eig..."
"5163","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","14","The matrix $A = \begin{bmatrix} 3 & 1 \\ 0 & 3 \end{bmatrix}$ is not diagonalizable because the rank of $A - 3I$ is \underline{\hspace{1cm}} . Change one entry to make $A$ diagonal..."
"5169","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","15","$A^k = X \Lambda^k X^{-1}$ approaches the zero matrix as $k \to \infty$ if and only if every $\lambda$ has absolute value less than \underline{\hspace{1cm}} . Which of these matric..."
"5174","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","16","(Recommended) Find $\Lambda$ and $X$ to diagonalize $A_1$ in Problem 15. What is the limit of $\Lambda^k$ as $k \to \infty$? What is the limit of $X \Lambda^k X^{-1}$? In the colum..."
"5176","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","17","Find $\Lambda$ and $X$ to diagonalize $A_2$ in Problem 15. What is $(A_2)^{10}u_0$ for these $u_0$?"
"5181","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","18","Diagonalize $A$ and compute $X \Lambda^k X^{-1}$ to prove this formula for $A^k$:"
"5186","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","19","Diagonalize $B$ and compute $X \Lambda^k X^{-1}$ to prove this formula for $B^k$:"
"5191","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","20","Suppose $A = X \Lambda X^{-1}$. Take determinants to prove $\det A = \det \Lambda = \lambda_1 \lambda_2 \cdots \lambda_n$. This quick proof only works when $A$ can be \underline{\h..."
"5193","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","21","Show that trace $XY = \text{trace } YX$, by adding the diagonal entries of $XY$ and $YX$:"
"5199","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","22","$AB - BA = I$ is impossible since the left side has trace $=$ \underline{\hspace{1cm}} . But find an elimination matrix so that $A = E$ and $B = E^{\mathrm{T}}$ give"
"5204","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","23","If $A = X \Lambda X^{-1}$, diagonalize the block matrix $B = \begin{bmatrix} A & 0 \\ 0 & 2A \end{bmatrix}$. Find its eigenvalue and eigenvector (block) matrices."
"5206","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","24","Consider all 4 by 4 matrices $A$ that are diagonalized by the same fixed eigenvector matrix $X$. Show that the $A$'s form a subspace ($cA$ and $A_1 + A_2$ have this same $X$). What..."
"5208","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","25","Suppose $A^2 = A$. On the left side $A$ multiplies each column of $A$. Which of our four subspaces contains eigenvectors with $\lambda = 1$? Which subspace contains eigenvectors wi..."
"5210","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","26","(Recommended) Suppose $Ax = \lambda x$. If $\lambda = 0$ then $x$ is in the nullspace. If $\lambda \neq 0$ then $x$ is in the column space. Those spaces have dimensions $(n - r) + ..."
"5212","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","27","The eigenvalues of $A$ are $1$ and $9$, and the eigenvalues of $B$ are $-1$ and $9$:"
"5218","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","28","If $A$ and $B$ have the same $\lambda$'s with the same independent eigenvectors, their factorizations into \underline{\hspace{1cm}} are the same. So $A = B$."
"5220","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","29","Suppose the same $X$ diagonalizes both $A$ and $B$. They have the \textit{same eigenvectors} in $A = X\Lambda_1 X^{-1}$ and $B = X\Lambda_2 X^{-1}$. Prove that $AB = BA$."
"5222","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","30",""
"5228","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","31","Substitute $A = X\Lambda X^{-1}$ into the product $(A - \lambda_1 I)(A - \lambda_2 I) \cdots (A - \lambda_n I)$ and explain why this produces the zero matrix. We are substituting t..."
"5230","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","32","If $A = \begin{bmatrix} 1 & 0 \\ 0 & 2 \end{bmatrix}$ and $AB = BA$, show that $B = \begin{bmatrix} a & b \\ c & d \end{bmatrix}$ is also a diagonal matrix. $B$ has the same eigen\..."
"5232","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","33","The powers $A^k$ approach zero if all $|\lambda_i| < 1$ and they blow up if any $|\lambda_i| > 1$. Peter Lax gives these striking examples in his book \textit{Linear Algebra}:"
"5244","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","34","The $n$th power of rotation through $\theta$ is rotation through $n\theta$:"
"5250","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","35","The transpose of $A = X \Lambda X^{-1}$ is $A^{\mathrm{T}} = (X^{-1})^{\mathrm{T}} \Lambda X^{\mathrm{T}}$. The eigenvectors in $A^{\mathrm{T}} y = \lambda y$ are the columns of th..."
"5257","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","36","The inverse of $A = \text{eye}(n) + \text{ones}(n)$ is $A^{-1} = \text{eye}(n) + C * \text{ones}(n)$. Multiply $A A^{-1}$ to find that number $C$ (depending on $n$)."
"5259","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","37","Suppose $A_1$ and $A_2$ are $n$ by $n$ invertible matrices. What matrix $B$ shows that $A_2 A_1 = B(A_1 A_2)B^{-1}$? Then $A_2 A_1$ is similar to $A_1 A_2$: \textit{same eigenvalue..."
"5261","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","38","When is a matrix $A$ similar to its eigenvalue matrix $\Lambda$? \\"
"5264","Chapter 6: Eigenvalues and Eigenvectors","Diagonalizing a Matrix","39","(Pavel Grinfeld) Without writing down any calculations, can you find the eigenvalues of this matrix? Can you find the 2017th power $A^{2017}$?"
"5292","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","1","Find two $\lambda$'s and $x$'s so that $u = e^{\lambda t}x$ solves"
"5298","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","2","Solve Problem 1 for $u = (y, z)$ by back substitution, $z$ before $y$:"
"5304","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","3",""
"5313","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","4","A door is opened between rooms that hold $v(0) = 30$ people and $w(0) = 10$ people. The movement between rooms is proportional to the difference $v - w$:"
"5319","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","5","Reverse the diffusion of people in Problem 4 to $du/dt = -Au$:"
"5325","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","6","$A$ has real eigenvalues but $B$ has complex eigenvalues:"
"5331","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","7","Suppose $P$ is the projection matrix onto the $45^\circ$ line $y = x$ in $\mathbf{R}^2$. What are its eigenvalues? If $d\mathbf{u}/dt = -P\mathbf{u}$ (notice minus sign) can you fi..."
"5333","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","8","The rabbit population shows fast growth (from $6r$) but loss to wolves (from $-2w$). The wolf population always grows in this model ($-w^2$ would control wolves):"
"5339","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","9",""
"5352","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","10","Find $A$ to change the scalar equation $y'' = 5y' + 4y$ into a vector equation for $\mathbf{u} = (y, y')$:"
"5358","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","11","The solution to $y'' = 0$ is a straight line $y = C + Dt$. Convert to a matrix equation:"
"5364","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","12","Substitute $y = e^{\lambda t}$ into $y'' = 6y' - 9y$ to show that $\lambda = 3$ is a repeated root. This is trouble; we need a second solution after $e^{3t}$. The matrix equation i..."
"5370","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","13",""
"5380","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","14","The matrix in this question is skew-symmetric ($A^{\mathrm{T}} = -A$):"
"5389","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","15","A particular solution to $du/dt = Au - b$ is $u_p = A^{-1}b$, if $A$ is invertible. The usual solutions to $du/dt = Au$ give $u_n$. Find the complete solution $u = u_p + u_n$:"
"5394","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","16","If $c$ is not an eigenvalue of $A$, substitute $u = e^{ct}v$ and find a particular solution to $du/dt = Au - e^{ct}b$. How does it break down when $c$ is an eigenvalue of $A$? The ..."
"5396","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","17","Find a matrix $A$ to illustrate each of the unstable regions in Figure 6.5:"
"5405","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","18","Write five terms of the infinite series for $e^{At}$. Take the $t$ derivative of each term. Show that you have four terms of $Ae^{At}$. Conclusion: $e^{At}u_0$ solves $u' = Au$."
"5407","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","19","The matrix $B = \begin{bmatrix} 0 & -4 \\ 0 & 0 \end{bmatrix}$ has $B^2 = 0$. Find $e^{Bt}$ from a (short) infinite series. Check that the derivative of $e^{Bt}$ is $Be^{Bt}$."
"5409","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","20","Starting from $u(0)$ the solution at time $T$ is $e^{AT}u(0)$. Go an additional time $t$ to reach $e^{At} e^{AT}u(0)$. This solution at time $t + T$ can also be written as \underli..."
"5411","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","21","Write $A = \begin{bmatrix} 1 & 4 \\ 0 & 0 \end{bmatrix}$ in the form $X \Lambda X^{-1}$. Find $e^{At}$ from $Xe^{\Lambda t}X^{-1}$."
"5415","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","22","If $A^2 = A$ show that the infinite series produces $e^{At} = I + (e^t - 1)A$. For $A = \begin{bmatrix} 1 & 4 \\ 0 & 0 \end{bmatrix}$ in Problem 21 this gives $e^{At} = \underline{..."
"5417","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","23","Generally $e^A e^B$ is different from $e^B e^A$. They are both different from $e^{A+B}$. Check this using Problems 21--22 and 19. (If $AB = BA$, all three are the same.)"
"5422","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","24","Write $A = \begin{bmatrix} 1 & 1 \\ 0 & 3 \end{bmatrix}$ as $X \Lambda X^{-1}$. Multiply $X e^{\Lambda t} X^{-1}$ to find the matrix exponential $e^{At}$. Check $e^{At}$ and the de..."
"5424","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","25","Put $A = \begin{bmatrix} 1 & 3 \\ 0 & 0 \end{bmatrix}$ into the infinite series to find $e^{At}$. First compute $A^2$ and $A^n$:"
"5429","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","26","(Recommended) Give two reasons why the matrix exponential $e^{At}$ is never singular:"
"5435","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","27","Find a solution $x(t), y(t)$ that gets large as $t \to \infty$. To avoid this instability a scientist exchanged the two equations:"
"5444","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","28","Centering $y'' = -y$ in Example 3 will produce $Y_{n+1} - 2Y_n + Y_{n-1} = -(\Delta t)^2 Y_n$. This can be written as a one-step difference equation for $U = (Y, Z)$:"
"5454","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","29","That centered choice (\textit{leapfrog method}) in Problem 28 is very successful for small time steps $\Delta t$. But find the eigenvalues of $A$ for $\Delta t = \sqrt{2}$ and $2$:"
"5461","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","30","Another good idea for $y'' = -y$ is the trapezoidal method (half forward/half back). \textcolor{blue!60!green}{This may be the best way to keep $(Y_n, Z_n)$ exactly on a circle.}"
"5470","Chapter 6: Eigenvalues and Eigenvectors","Systems of Differential Equations","31","The \textit{cosine of a matrix} is defined like $e^A$, by copying the series for $\cos t$:"
"5493","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","1","Which of these matrices $ASB$ will be symmetric with eigenvalues $1$ and $-1$?"
"5499","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","2","Suppose $S = S^{\mathrm{T}}$. When is $ASB$ also symmetric with the same eigenvalues as $S$?"
"5506","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","3","Write $A$ as $S + N$, symmetric matrix $S$ plus skew-symmetric matrix $N$:"
"5512","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","4","If $C$ is symmetric prove that $A^{\mathrm{T}}CA$ is also symmetric. (Transpose it.) When $A$ is 6 by 3, what are the shapes of $C$ and $A^{\mathrm{T}}CA$?"
"5514","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","5","Find the eigenvalues and the unit eigenvectors of"
"5519","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","6","Find an orthogonal matrix $Q$ that diagonalizes $S = \begin{bmatrix} -2 & 6 \\ 6 & 7 \end{bmatrix}$. What is $\Lambda$?"
"5521","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","7","Find an orthogonal matrix $Q$ that diagonalizes this symmetric matrix:"
"5526","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","8","Find \textit{all} orthogonal matrices that diagonalize $S = \begin{bmatrix} 9 & 12 \\ 12 & 16 \end{bmatrix}$."
"5528","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","9",""
"5535","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","10","If $A^3 = 0$ then the eigenvalues of $A$ must be \underline{\hspace{1cm}}. Give an example that has $A \neq 0$. But if $A$ is symmetric, diagonalize it to prove that $A$ must be a ..."
"5537","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","11","If $\lambda = a + ib$ is an eigenvalue of a real matrix $A$, then its conjugate $\bar{\lambda} = a - ib$ is also an eigenvalue. (If $Ax = \lambda x$ then also $A\bar{x} = \bar{\lam..."
"5539","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","12","Here is a quick ``proof'' that the eigenvalues of every real matrix $A$ are real:"
"5545","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","13","Write $S$ and $B$ in the form $\lambda_1 x_1 x_1^{\mathrm{T}} + \lambda_2 x_2 x_2^{\mathrm{T}}$ of the spectral theorem $Q\Lambda Q^{\mathrm{T}}$:"
"5550","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","14","Every 2 by 2 symmetric matrix is $\lambda_1 x_1 x_1^{\mathrm{T}} + \lambda_2 x_2 x_2^{\mathrm{T}} = \lambda_1 P_1 + \lambda_2 P_2$. Explain $P_1 + P_2 = x_1 x_1^{\mathrm{T}} + x_2 ..."
"5552","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","15","What are the eigenvalues of $A = \begin{bmatrix} 0 & b \\ -b & 0 \end{bmatrix}$? Create a 4 by 4 antisymmetric matrix ($A^{\mathrm{T}} = -A$) and verify that all its eigenvalues ar..."
"5554","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","16","(Recommended) This matrix $M$ is antisymmetric and also \underline{\hspace{1cm}}. Then all its eigenvalues are pure imaginary and they also have $|\lambda| = 1$. ($\|Mx\| = \|x\|$ ..."
"5559","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","17","Show that this $A$ (\textit{symmetric but complex}) has only one line of eigenvectors:"
"5565","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","18","Even if $A$ is rectangular, the block matrix $S = \begin{bmatrix} 0 & A \\ A^{\mathrm{T}} & 0 \end{bmatrix}$ is symmetric:"
"5575","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","19","If $A = [1]$ in Problem 18, find all three eigenvalues and eigenvectors of $S$."
"5577","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","20","\textbf{Another proof that eigenvectors are perpendicular when $S = S^{\mathrm{T}}$.} Two steps:"
"5583","Chapter 6: Eigenvalues and Eigenvectors","Symmetric Matrices","21","Find the eigenvector matrices $Q$ for $S$ and $X$ for $B$. Show that $X$ doesn't collapse at $d = 1$, even though $\lambda = 1$ is repeated. Are those eigenvectors perpendicular?"
